ep_id,birthdate,birthdate_backup,pos,height,weight,birthplace,nation,handedness,date_retrieved,source
448936,2004-07-07,07-Jul-04,C/W,"6'1"" / 185 cm",176 lbs / 80 kg,"Onsala, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/448936/isac-born
382759,2002-02-01,01-Feb-02,D,"6'2"" / 188 cm",192 lbs / 87 kg,"Urbandale, IA, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/382759/noah-ellis
248348,1997-01-19,19-Jan-97,G,"6'2"" / 188 cm",181 lbs / 82 kg,"Plymouth, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/248348/vaughan-ahrens
159421,1994-07-29,29-Jul-94,D,"6'2"" / 189 cm",214 lbs / 97 kg,"Moskva, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/159421/andrei-mironov
467383,2002-02-13,13-Feb-02,F,"6'2"" / 188 cm",194 lbs / 88 kg,"Kempele, FIN",Finland,R,2022-08-26,https://www.eliteprospects.com/player/467383/oliver-suni
212641,1998-03-02,02-Mar-98,W/C,"6'1"" / 185 cm",192 lbs / 87 kg,"Calgary, AB, CAN","Sweden
    
            / 
            Canada",R,2022-08-26,https://www.eliteprospects.com/player/212641/alex-nylander
273638,1999-03-22,22-Mar-99,RW/C,"6'0"" / 183 cm",179 lbs / 81 kg,"Toronto, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/273638/sean-josling
119729,1996-05-12,12-May-96,C/RW,"6'3"" / 190 cm",205 lbs / 93 kg,"Tampere, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/119729/miska-siikonen
230605,2000-01-03,03-Jan-00,LW/C,"6'1"" / 185 cm",157 lbs / 71 kg,"Maltby, GBR",England,L,2022-08-26,https://www.eliteprospects.com/player/230605/liam-kirk
207001,1997-10-06,06-Oct-97,LW/RW,"5'11"" / 180 cm",187 lbs / 85 kg,"Aalborg, DEN",Denmark,L,2022-08-26,https://www.eliteprospects.com/player/207001/jeppe-jul-korsgaard
107894,1997-05-23,23-May-97,RW/C,"5'10"" / 178 cm",194 lbs / 88 kg,"Calgary, AB, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/107894/nick-merkley
120644,1996-07-10,10-Jul-96,RW,"6'0"" / 183 cm",190 lbs / 86 kg,"Omaha, NE, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/120644/chris-wilkie
299029,1999-09-17,17-Sep-99,D,"6'0"" / 183 cm",201 lbs / 91 kg,"North Vancouver, BC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/299029/carter-berger
543724,2002-05-03,03-May-02,RW/C,"5'10"" / 178 cm",159 lbs / 72 kg,"Moskva, RUS",Russia,R,2022-08-26,https://www.eliteprospects.com/player/543724/nikita-shuidin
411169,2001-05-29,29-May-01,D,"6'4"" / 193 cm",218 lbs / 99 kg,"La Prairie, QC, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/411169/olivier-tremblay
328238,2000-08-23,23-Aug-00,LW/C,"6'2"" / 188 cm",207 lbs / 94 kg,"Skara, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/328238/filip-cederqvist
380606,1998-11-25,25-Nov-98,D,"6'3"" / 191 cm",205 lbs / 93 kg,"Elk River, MN, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/380606/benton-maass
344081,1998-09-14,14-Sep-98,D,"5'11"" / 180 cm",190 lbs / 86 kg,"Eden Prairie, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/344081/nick-leivermann
299102,1999-08-02,02-Aug-99,D,"5'10"" / 179 cm",196 lbs / 89 kg,"Helsinki, FIN",Finland,R,2022-08-26,https://www.eliteprospects.com/player/299102/bernard-isiguzo
221525,1998-10-06,06-Oct-98,D,"6'2"" / 187 cm",212 lbs / 96 kg,"Tampere, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/221525/juuso-valimaki
562987,2004-02-04,04-Feb-04,RW,"6'2"" / 187 cm",198 lbs / 90 kg,"Halmstad, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/562987/oskar-pettersson
525636,2003-04-19,19-Apr-03,D,"5'10"" / 179 cm",170 lbs / 77 kg,"Kirkkonummi, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/525636/viljami-juusola
199709,1997-05-15,15-May-97,D,"6'0"" / 183 cm",192 lbs / 87 kg,"Kelowna, BC, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/199709/joe-gatenby
273130,1999-04-09,09-Apr-99,LW,"6'1"" / 185 cm",172 lbs / 78 kg,"Zlin, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/273130/jan-vaclavek
245619,1998-02-19,19-Feb-98,C,"6'0"" / 183 cm",185 lbs / 84 kg,"Oakville, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/245619/domenico-commisso
287505,2000-09-26,26-Sep-00,G,"6'1"" / 185 cm",185 lbs / 84 kg,"Regina, SK, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/287505/ethan-anders
512111,2003-03-31,31-Mar-03,F,"5'10"" / 178 cm",176 lbs / 80 kg,"Stacy, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/512111/jack-harvey
648869,2004-03-07,07-Mar-04,C,"5'11"" / 180 cm",172 lbs / 78 kg,"Guelph, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/648869/jake-karabela
526094,2004-01-19,19-Jan-04,C/LW,"6'2"" / 189 cm",201 lbs / 91 kg,"Skelleftea, SWE",USA,L,2022-08-26,https://www.eliteprospects.com/player/526094/cutter-gauthier
497327,2002-03-26,26-Mar-02,D,"6'1"" / 185 cm",183 lbs / 83 kg,"Mankato, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/497327/evan-bushy
89967,1994-05-25,25-May-94,C/RW,"5'10"" / 179 cm",183 lbs / 83 kg,-,Sweden,R,2022-08-26,https://www.eliteprospects.com/player/89967/lucas-carlsson
284030,1999-03-20,20-Mar-99,D,"6'3"" / 191 cm",207 lbs / 94 kg,"White Lake Township, MI, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/284030/ronnie-attard
381857,2002-05-30,30-May-02,C,"5'8"" / 173 cm",168 lbs / 76 kg,"Bad Tolz, GER","Germany
    
            / 
            Canada",L,2022-08-26,https://www.eliteprospects.com/player/381857/samuel-dube
276203,2000-08-02,02-Aug-00,G,"6'5"" / 195 cm",194 lbs / 88 kg,"Cranbury, NJ, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/276203/ben-kraws
564977,2004-12-08,08-Dec-04,RW,"6'0"" / 183 cm",194 lbs / 88 kg,"Mayerthorpe, AB, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/564977/koehn-ziemmer
599379,2005-03-14,14-Mar-05,F,"6'0"" / 183 cm",183 lbs / 83 kg,"Center Moriches, NY, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/599379/ryan-fine
376271,2000-03-24,24-Mar-00,RW/C,"5'9"" / 174 cm",172 lbs / 78 kg,"Pori, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/376271/otto-kivenmaki
201817,2002-02-01,01-Feb-02,RW,"6'1"" / 185 cm",183 lbs / 83 kg,"Scottsdale, AZ, USA","USA
    
            / 
            Canada",R,2022-08-26,https://www.eliteprospects.com/player/201817/josh-doan
85240,1995-05-20,20-May-95,LW,"6'0"" / 183 cm",192 lbs / 87 kg,"Koln, GER",Germany,L,2022-08-26,https://www.eliteprospects.com/player/85240/frederik-tiffels
582502,2003-06-16,16-Jun-03,D,"6'1"" / 185 cm",201 lbs / 91 kg,"North Bay, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/582502/connor-punnett
326710,1999-05-17,17-May-99,LW,"6'2"" / 187 cm",185 lbs / 84 kg,"Chelyabinsk, RUS",Russia,R,2022-08-26,https://www.eliteprospects.com/player/326710/andrei-grishakov
247956,1998-01-01,01-Jan-98,C/RW,"6'0"" / 183 cm",190 lbs / 86 kg,"White Rock, BC, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/247956/ty-westgard
265762,1997-12-27,27-Dec-97,C/W,"5'10"" / 178 cm",168 lbs / 76 kg,"Kharkov, UKR","Russia
    
            / 
            Belarus",L,2022-08-26,https://www.eliteprospects.com/player/265762/roman-krikunenko
483377,2003-10-14,14-Oct-03,C,"6'2"" / 188 cm",174 lbs / 79 kg,"West St. Paul, MB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/483377/adam-ingram
422034,2002-07-30,30-Jul-02,D,"6'0"" / 182 cm",179 lbs / 81 kg,"Skelleftea, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/422034/mans-forsfjall
233432,1997-02-27,27-Feb-97,G,"6'1"" / 185 cm",192 lbs / 87 kg,"Effingham, IL, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/233432/luke-opilka
514152,2001-06-26,26-Jun-01,C,"6'0"" / 183 cm",190 lbs / 86 kg,"Yaroslavl, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/514152/ilya-nikolayev
670449,2004-10-11,11-Oct-04,D,"6'4"" / 194 cm",194 lbs / 88 kg,"Jyvaskyla, FIN",Finland,R,2022-08-26,https://www.eliteprospects.com/player/670449/niko-minkkinen
276195,2000-05-18,18-May-00,D,"6'2"" / 188 cm",192 lbs / 87 kg,"Flint, MI, USA","USA
    
            / 
            Canada",L,2022-08-26,https://www.eliteprospects.com/player/276195/declan-carlile
525665,2003-06-08,08-Jun-03,D,"5'10"" / 178 cm",154 lbs / 70 kg,"St. Mary's, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/525665/sam-sedley
316559,1997-07-18,18-Jul-97,LW/RW,"6'2"" / 189 cm",227 lbs / 103 kg,"Surgut, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/316559/kirill-belyayev
603194,2005-02-05,05-Feb-05,C,"5'9"" / 175 cm",172 lbs / 78 kg,"Rosemount, MN, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/603194/william-whitelaw
351820,2001-09-20,20-Sep-01,D,"6'2"" / 187 cm",209 lbs / 95 kg,"Prince Albert, SK, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/351820/braden-schneider
152111,1997-07-26,26-Jul-97,C/LW,"6'0"" / 183 cm",176 lbs / 80 kg,"Rauma, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/152111/sebastian-aho
198329,1998-01-20,20-Jan-98,LW,"6'1"" / 185 cm",209 lbs / 95 kg,"Killingworth, CT, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/198329/liam-murphy
351326,2001-10-28,28-Oct-01,F,"5'10"" / 178 cm",165 lbs / 75 kg,"Edmonton, AB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/351326/carter-souch
201800,2002-08-05,05-Aug-02,D,"6'0"" / 183 cm",192 lbs / 87 kg,"Burnaby, BC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/201800/ryan-helliwell
529804,2004-03-27,27-Mar-04,D,"5'11"" / 180 cm",170 lbs / 77 kg,"Richmond, BC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/529804/josh-mori
475381,2003-11-28,28-Nov-03,C/LW,"6'3"" / 191 cm",201 lbs / 91 kg,"Airdrie, AB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/475381/tristan-zandee
477881,2002-05-23,23-May-02,D,"6'3"" / 191 cm",194 lbs / 88 kg,"Oslo, NOR",Norway,L,2022-08-26,https://www.eliteprospects.com/player/477881/ole-julian-bjorgvik-holm
241425,1999-07-05,05-Jul-99,RW/LW,"6'1"" / 185 cm",201 lbs / 91 kg,"Goteborg, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/241425/philip-ekberg
656561,2005-09-08,08-Sep-05,D,"5'11"" / 180 cm",165 lbs / 75 kg,"Karlstad, SWE",Sweden,L,2022-08-26,https://www.eliteprospects.com/player/656561/hugo-hell
339172,2000-03-28,28-Mar-00,C/W,"6'2"" / 187 cm",190 lbs / 86 kg,"Kuressaare, EST",Estonia,L,2022-08-26,https://www.eliteprospects.com/player/339172/kristjan-kombe
508566,2002-05-16,16-May-02,F,"6'0"" / 183 cm",183 lbs / 83 kg,"Moskva, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/508566/ilya-ignatov
157256,1998-07-20,20-Jul-98,C/LW,"5'11"" / 180 cm",187 lbs / 85 kg,"Golden, BC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/157256/dillon-dube
313719,1998-03-27,27-Mar-98,D,"6'3"" / 190 cm",201 lbs / 91 kg,"St. Petersburg, RUS",Russia,R,2022-08-26,https://www.eliteprospects.com/player/313719/artyom-maltsev
398151,2000-08-09,09-Aug-00,F,"6'4"" / 194 cm",185 lbs / 84 kg,"Chelyabinsk, RUS",Russia,R,2022-08-26,https://www.eliteprospects.com/player/398151/demid-mansurov
495514,2002-10-02,02-Oct-02,D,"6'0"" / 183 cm",207 lbs / 94 kg,"Ely, MN, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/495514/joseph-pierce
153650,1997-02-04,04-Feb-97,LW,"6'0"" / 184 cm",201 lbs / 91 kg,"Oslo, NOR",Norway,L,2022-08-26,https://www.eliteprospects.com/player/153650/petter-gronstad
396204,2000-07-22,22-Jul-00,C,"5'8"" / 173 cm",163 lbs / 74 kg,"Moskva, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/396204/ruslan-iskhakov
152763,1996-05-17,17-May-96,RW/C,"6'3"" / 191 cm",201 lbs / 91 kg,"Nitra, SVK",Slovakia,L,2022-08-26,https://www.eliteprospects.com/player/152763/juraj-siska
268928,1998-03-02,02-Mar-98,LW/C,"5'11"" / 180 cm",181 lbs / 82 kg,"Mississauga, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/268928/kevin-hancock
445218,2001-03-12,12-Mar-01,D,"6'2"" / 188 cm",190 lbs / 86 kg,"Southborough, MA, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/445218/henry-thrun
582562,2003-09-05,05-Sep-03,C,"5'11"" / 180 cm",172 lbs / 78 kg,"Brantford, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/582562/landon-mccallum
10538,1990-06-07,07-Jun-90,D,"6'0"" / 184 cm",187 lbs / 85 kg,"Karlstad, SWE",Sweden,R,2022-08-26,"https://www.eliteprospects.com/player/10538/magnus-nygren#:~:text=Nygren%20is%20an%20offensive%20defenseman,for%20improvement%20in%20that%20area."
483001,2003-07-24,24-Jul-03,LW/C,"6'3"" / 191 cm",183 lbs / 83 kg,"Quebec, QC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/483001/julien-beland
318157,2000-08-17,17-Aug-00,D,"6'2"" / 187 cm",192 lbs / 87 kg,"Kuusankoski, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/318157/peetro-seppala
397860,2002-08-07,07-Aug-02,C,"5'9"" / 175 cm",170 lbs / 77 kg,"Welland, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/397860/colby-ambrosio
103841,1997-01-07,07-Jan-97,LW/RW,"6'0"" / 184 cm",201 lbs / 91 kg,-,Switzerland,L,2022-08-26,https://www.eliteprospects.com/player/103841/fabian-haberstich
418235,2002-07-02,02-Jul-02,D,"5'11"" / 180 cm",163 lbs / 74 kg,"Ottawa, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/418235/kyle-aucoin
154486,1997-03-22,22-Mar-97,C/LW,"5'11"" / 180 cm",185 lbs / 84 kg,"Edmonton, AB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/154486/grayson-pawlenchuk
306302,1998-02-13,13-Feb-98,D,"6'3"" / 191 cm",220 lbs / 100 kg,"Vancouver, WA, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/306302/carter-long
291292,2002-09-07,07-Sep-02,RW,"5'10"" / 177 cm",165 lbs / 75 kg,-,Switzerland,L,2022-08-26,https://www.eliteprospects.com/player/291292/jeremie-bartschi
640301,2004-04-12,12-Apr-04,D,"6'0"" / 183 cm",181 lbs / 82 kg,"Deerfield, MA, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/640301/kazimier-sobieski
522150,2001-10-31,31-Oct-01,C,"5'11"" / 180 cm",174 lbs / 79 kg,"Chaykovsky, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/522150/ilya-ovchinnikov
247270,1998-02-20,20-Feb-98,RW,"5'7"" / 170 cm",172 lbs / 78 kg,"Sarpsborg, NOR",Norway,R,2022-08-26,https://www.eliteprospects.com/player/247270/christoffer-karlsen
535849,2004-02-02,02-Feb-04,RW/LW,"6'0"" / 182 cm",170 lbs / 77 kg,"Praha, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/535849/simon-slavicek
481993,2003-09-15,15-Sep-03,F,"6'0"" / 182 cm",174 lbs / 79 kg,"Regina, SK, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/481993/kevin-anderson
92117,1996-11-17,17-Nov-96,C/LW,"6'3"" / 191 cm",209 lbs / 95 kg,"Tampere, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/92117/roope-hintz
291294,2002-02-07,07-Feb-02,D,"5'10"" / 178 cm",170 lbs / 77 kg,"Biel-Bienne, SUI",Switzerland,L,2022-08-26,https://www.eliteprospects.com/player/291294/noah-delemont
740681,2005-01-07,07-Jan-05,D,"5'11"" / 180 cm",190 lbs / 86 kg,"Toronto, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/740681/cameron-allen
224600,1998-01-03,03-Jan-98,D,"6'3"" / 191 cm",181 lbs / 82 kg,"Kyjov, CZE",Czechia,R,2022-08-26,https://www.eliteprospects.com/player/224600/ondrej-hrachovsky
651788,2004-02-09,09-Feb-04,LW,"6'2"" / 188 cm",207 lbs / 94 kg,"Hershey, PA, USA",Canada,L,2022-08-26,https://www.eliteprospects.com/player/651788/colton-smith
313706,1998-08-04,04-Aug-98,RW,"5'11"" / 181 cm",192 lbs / 87 kg,"St. Petersburg, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/313706/andrei-altybarmakyan
590633,2003-03-16,16-Mar-03,C/RW,"6'2"" / 188 cm",185 lbs / 84 kg,"Lynn, MA, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/590633/billy-norcross
618574,2005-03-19,19-Mar-05,D,"6'0"" / 183 cm",170 lbs / 77 kg,"Woodcliff Lake, NJ, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/618574/aram-minnetian
201534,1999-01-08,08-Jan-99,LW,"6'2"" / 189 cm",209 lbs / 95 kg,"Longueuil, QC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/201534/maxime-comtois
258987,2001-04-06,06-Apr-01,D,"6'4"" / 193 cm",196 lbs / 89 kg,"Zell (Mosel), GER",Germany,R,2022-08-26,https://www.eliteprospects.com/player/258987/moritz-seider
710572,2005-02-23,23-Feb-05,G,"6'0"" / 184 cm",179 lbs / 81 kg,"South Lyon, MI, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/710572/trey-augustine
245965,1998-07-10,10-Jul-98,RW/C,"5'11"" / 180 cm",181 lbs / 82 kg,"Ottawa, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/245965/william-bitten
573943,2004-03-25,25-Mar-04,LW/C,"5'10"" / 178 cm",190 lbs / 86 kg,"Dieppe, NB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/573943/samuel-savoie
326522,2001-06-13,13-Jun-01,D,"6'1"" / 185 cm",190 lbs / 86 kg,"Cranbrook, BC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/326522/bowen-byram
483281,2003-01-16,16-Jan-03,LW,"6'6"" / 197 cm",207 lbs / 94 kg,"Sainte-Petronille, QC, CAN","Canada
    
            / 
            Belgium",L,2022-08-26,https://www.eliteprospects.com/player/483281/milo-roelens
351173,2001-12-13,13-Dec-01,D,"6'0"" / 183 cm",192 lbs / 87 kg,"Calgary, AB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/351173/ryker-evans
620757,2004-06-17,17-Jun-04,LW/C,"6'3"" / 190 cm",205 lbs / 93 kg,"Praha, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/620757/jakub-hujer
201892,2002-11-01,01-Nov-02,D,"6'2"" / 188 cm",194 lbs / 88 kg,"Darien, CT, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/201892/scott-morrow
563352,2003-11-27,27-Nov-03,D,"5'11"" / 180 cm",148 lbs / 67 kg,-,Sweden,L,2022-08-26,https://www.eliteprospects.com/player/563352/erik-hannu
519779,2001-02-01,01-Feb-01,RW,"6'1"" / 185 cm",190 lbs / 86 kg,"Omsk, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/519779/yegor-chinakhov
530039,2001-10-09,09-Oct-01,RW,"6'3"" / 191 cm",223 lbs / 101 kg,"Charlotte, NC, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/530039/brendan-hoffman
689487,2004-01-09,09-Jan-04,F,"5'8"" / 173 cm",161 lbs / 73 kg,"St. Michael, MN, USA",USA,R,2022-08-26,https://www.eliteprospects.com/player/689487/casy-laylin
413250,2002-06-29,29-Jun-02,F,"5'9"" / 175 cm",172 lbs / 78 kg,"Olds, AB, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/413250/noah-danielson
376079,2000-07-01,01-Jul-00,G,"6'1"" / 185 cm",176 lbs / 80 kg,"Lahti, FIN",Finland,L,2022-08-26,https://www.eliteprospects.com/player/376079/jasper-patrikainen
342193,2002-06-09,09-Jun-02,RW,"6'4"" / 193 cm",209 lbs / 95 kg,"Ottawa, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/342193/cameron-butler
283248,1999-02-25,25-Feb-99,C,"6'3"" / 191 cm",185 lbs / 84 kg,"Waterloo, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/283248/nate-schnarr
313588,1998-01-22,22-Jan-98,RW,"5'11"" / 180 cm",194 lbs / 88 kg,"Mytishchi, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/313588/ivan-kosorenkov
274383,1995-07-08,08-Jul-95,D,"6'2"" / 188 cm",185 lbs / 84 kg,"Burlington, MA, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/274383/brien-diffley
197876,1997-08-24,24-Aug-97,D,"6'2"" / 188 cm",201 lbs / 91 kg,"Falconbridge, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/197876/cameron-lizotte
574842,2004-02-09,09-Feb-04,C,"6'0"" / 183 cm",194 lbs / 88 kg,"Glencoe, IL, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/574842/brennan-ali
425514,2002-10-23,23-Oct-02,LW/RW,"6'4"" / 192 cm",205 lbs / 93 kg,"Bellinzona, SUI","Switzerland
    
            / 
            Canada",L,2022-08-26,https://www.eliteprospects.com/player/425514/ray-fust
427909,2002-07-29,29-Jul-02,LW,"5'8"" / 172 cm",174 lbs / 79 kg,"Most, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/427909/lukas-stehlik
512923,2002-01-20,20-Jan-02,F,"5'10"" / 179 cm",185 lbs / 84 kg,"Novocherkassk, RUS",Russia,L,2022-08-26,https://www.eliteprospects.com/player/512923/ivan-didkovsky
603639,2004-04-13,13-Apr-04,D,"6'2"" / 188 cm",192 lbs / 87 kg,"North Reading, MA, USA","USA
    
            / 
            Canada",L,2022-08-26,https://www.eliteprospects.com/player/603639/jackson-dorrington
413673,2003-01-21,21-Jan-03,C,"5'9"" / 175 cm",161 lbs / 73 kg,"Ottawa, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/413673/connor-lockhart
361310,2000-01-23,23-Jan-00,RW,"5'11"" / 180 cm",183 lbs / 83 kg,"Oulu, FIN",Finland,R,2022-08-26,https://www.eliteprospects.com/player/361310/arttu-nevasaari
156103,1996-11-11,11-Nov-96,RW/C,"6'5"" / 196 cm",185 lbs / 84 kg,"Ste-Adele, QC, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/156103/gabriel-gagne
291908,1998-11-04,04-Nov-98,G,"6'2"" / 188 cm",201 lbs / 91 kg,"Eden Prairie, MN, USA",USA,L,2022-08-26,https://www.eliteprospects.com/player/291908/dayton-rasmussen
403916,2000-09-30,30-Sep-00,C/LW,"5'10"" / 178 cm",172 lbs / 78 kg,"Niagara Falls, ON, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/403916/tyler-angle
297882,2000-05-22,22-May-00,C,"6'2"" / 188 cm",187 lbs / 85 kg,"Praha, CZE",Czechia,L,2022-08-26,https://www.eliteprospects.com/player/297882/vojtech-kropacek
234450,1997-09-15,15-Sep-97,LW,"6'4"" / 193 cm",212 lbs / 96 kg,"Bellevue, WA, USA","Canada
    
            / 
            USA",L,2022-08-26,https://www.eliteprospects.com/player/234450/liam-dunda
84609,1995-11-24,24-Nov-95,LW/C,"6'0"" / 182 cm",192 lbs / 87 kg,"Cranbrook, BC, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/84609/dryden-hunt
295299,2002-01-08,08-Jan-02,C,"5'10"" / 178 cm",185 lbs / 84 kg,"Plessisville, QC, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/295299/mavrik-bourque
413245,2002-08-02,02-Aug-02,D,"6'1"" / 185 cm",192 lbs / 87 kg,"Yellowknife, NT, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/413245/ronan-seeley
213263,1996-09-25,25-Sep-96,C,"5'9"" / 175 cm",185 lbs / 84 kg,"Toronto, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/213263/david-miller
142252,1997-01-24,24-Jan-97,D,"6'0"" / 183 cm",187 lbs / 85 kg,"Stockholm, SWE","Sweden
    
            / 
            Finland",R,2022-08-26,https://www.eliteprospects.com/player/142252/gustav-bouramman
281939,2000-10-30,30-Oct-00,LW,"6'4"" / 193 cm",201 lbs / 91 kg,"Leduc, AB, CAN",Canada,L,2022-08-26,https://www.eliteprospects.com/player/281939/dillon-hamaliuk
535695,2004-07-18,18-Jul-04,C,"5'10"" / 178 cm",152 lbs / 69 kg,"Enkoping, SWE",Sweden,R,2022-08-26,https://www.eliteprospects.com/player/535695/tim-almgren
238111,2000-09-16,16-Sep-00,C,"6'1"" / 185 cm",176 lbs / 80 kg,"Burgwedel, GER",Russia,L,2022-08-26,https://www.eliteprospects.com/player/238111/nikita-alexandrov
599314,2005-02-28,28-Feb-05,D,"5'9"" / 175 cm",150 lbs / 68 kg,"Quebec, QC, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/599314/jordan-tourigny
480052,2002-10-27,27-Oct-02,C,"6'1"" / 185 cm",187 lbs / 85 kg,-,Sweden,L,2022-08-26,https://www.eliteprospects.com/player/480052/georg-weigelt
556516,2004-05-26,26-May-04,D,"5'11"" / 180 cm",185 lbs / 84 kg,"Windsor, ON, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/556516/grayden-siepmann
595305,2005-01-27,27-Jan-05,RW,"5'11"" / 180 cm",176 lbs / 80 kg,"Lucenec, SVK",Slovakia,R,2022-08-26,https://www.eliteprospects.com/player/595305/frantisek-ridzon
645891,2004-02-12,12-Feb-04,D,"6'0"" / 183 cm",161 lbs / 73 kg,"Blumenort, MB, CAN",Canada,R,2022-08-26,https://www.eliteprospects.com/player/645891/spencer-penner
