ep_id,birthdate,birthplace,nation_primary,nation_secondary,height,weight,pos,handedness,date_retrieved,source
652832,2003-02-05,"Serov, RUS",Russia,NA,187,83,RW,L,2022-08-26,https://www.eliteprospects.com/player/652832/nikita-grebyonkin
212396,1997-03-27,"Vasteras, SWE",Sweden,NA,185,86,RW,R,2022-08-26,https://www.eliteprospects.com/player/212396/lukas-zetterberg
92191,1995-10-19,"Lahti, FIN",Finland,NA,185,86,C/W,L,2022-08-26,https://www.eliteprospects.com/player/92191/hannes-bjorninen
691875,2004-01-22,"Coldstream, BC, CAN",Canada,NA,178,75,RW/C,R,2022-08-26,https://www.eliteprospects.com/player/691875/austin-roest
307533,1999-10-12,"St-Bruno-de-Montarville, QC, CAN",Canada,NA,193,98,LW,L,2022-08-26,https://www.eliteprospects.com/player/307533/thomas-ethier
486534,2003-06-01,"Saskatoon, SK, CAN",Canada,NA,180,78,D,L,2022-08-26,https://www.eliteprospects.com/player/486534/boston-buckberger
236429,1999-06-15,"Ostrava, CZE",Czechia,NA,181,73,D,L,2022-08-26,https://www.eliteprospects.com/player/236429/jakub-galvas
159610,1997-03-01,"Stavanger, NOR",Norway,NA,182,83,D,R,2022-08-26,https://www.eliteprospects.com/player/159610/johannes-johannesen
324621,1998-01-28,"Moskva, RUS",Russia,NA,189,88,G,L,2022-08-26,https://www.eliteprospects.com/player/324621/georgi-kuznetsov
473389,2001-03-02,"Poprad, SVK",Slovakia,NA,190,84,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/473389/adrian-valigura
510067,2003-11-29,"Linkoping, SWE",Sweden,NA,183,77,D,L,2022-08-26,https://www.eliteprospects.com/player/510067/ludvig-markman
250366,1996-10-21,"Chelyabinsk, RUS",Russia,NA,189,95,D,L,2022-08-26,https://www.eliteprospects.com/player/250366/yevgeni-nazarkin
385676,2001-01-10,"Willmar, MN, USA",USA,NA,191,87,C,R,2022-08-26,https://www.eliteprospects.com/player/385676/kaden-bohlsen
562345,2002-07-07,"Hamar, NOR",Norway,NA,182,78,D,R,2022-08-26,https://www.eliteprospects.com/player/562345/sander-vold-engebraten
186310,1997-05-26,"Vancouver, BC, CAN",Canada,NA,185,85,C,R,2022-08-26,https://www.eliteprospects.com/player/186310/mathew-barzal
505291,2004-02-20,"Newport Beach, CA, USA",USA,Canada,183,91,D,L,2022-08-26,https://www.eliteprospects.com/player/505291/joshua-niedermayer
273657,1999-09-13,"Briarcliff Manor, NY, USA",USA,NA,188,84,RW,R,2022-08-26,https://www.eliteprospects.com/player/273657/nolan-moyle
554239,2003-04-09,"Helsinki, FIN",Finland,NA,191,86,C/LW,L,2022-08-26,https://www.eliteprospects.com/player/554239/samu-salminen
339968,2000-03-24,"Chelyabinsk, RUS",Russia,NA,172,75,C,L,2022-08-26,https://www.eliteprospects.com/player/339968/alexander-zhabreyev
290454,2001-04-13,"Kyjov, CZE",Czechia,NA,196,93,D,R,2022-08-26,https://www.eliteprospects.com/player/290454/david-turecek
593365,2004-02-13,"Rochester, MN, USA",USA,NA,182,81,RW,R,2022-08-26,https://www.eliteprospects.com/player/593365/maddox-fleming
275844,2000-01-01,"Blackville, NB, CAN",Canada,NA,188,78,G,L,2022-08-26,https://www.eliteprospects.com/player/275844/daniel-moody
38107,1986-12-10,"Chesterfield, MO, USA",USA,NA,173,81,RW/C,R,2022-08-26,https://www.eliteprospects.com/player/38107/michael-davies
167737,1997-11-14,"Uppsala, SWE",Sweden,NA,183,85,G,L,2022-08-26,https://www.eliteprospects.com/player/167737/daniel-marmenlind
646122,2004-07-24,"Ingersoll, ON, CAN",Canada,NA,183,86,C,L,2022-08-26,https://www.eliteprospects.com/player/646122/gavin-bryant
284816,1999-01-09,"Tampere, FIN",Finland,NA,178,70,C/W,L,2022-08-26,https://www.eliteprospects.com/player/284816/aleksi-heponiemi
161843,1998-08-27,"Saskatoon, SK, CAN",Canada,NA,180,79,LW,L,2022-08-26,https://www.eliteprospects.com/player/161843/brandon-hagel
512190,2003-02-02,"Corona, CA, USA",USA,NA,188,86,D,L,2022-08-26,https://www.eliteprospects.com/player/512190/ty-murchison
415334,2001-12-11,"Colorado Springs, CO, USA",USA,NA,195,93,G,L,2022-08-26,https://www.eliteprospects.com/player/415334/brock-gould
588579,2002-01-25,"Moskva, RUS",Russia,NA,171,67,F,R,2022-08-26,https://www.eliteprospects.com/player/588579/nikolai-smirnov
120205,1996-11-16,"Saskatoon, SK, CAN",Canada,NA,185,85,G,L,2022-08-26,https://www.eliteprospects.com/player/120205/rylan-parenteau
646148,2004-07-27,"Ridgetown, ON, CAN",Canada,NA,178,79,RW,R,2022-08-26,https://www.eliteprospects.com/player/646148/zander-veccia
312832,1999-04-06,"Khabarovsk, RUS",Russia,NA,178,75,RW/LW,L,2022-08-26,https://www.eliteprospects.com/player/312832/kirill-slepets
344751,2001-04-06,"Upplands Vasby, SWE",Sweden,NA,184,91,D,L,2022-08-26,https://www.eliteprospects.com/player/344751/tobias-bjornfot
250489,1996-11-28,"Lappeenranta, FIN",Russia,NA,202,92,G,L,2022-08-26,https://www.eliteprospects.com/player/250489/ivan-fedotov
587538,2002-09-08,"Eagan, MN, USA",USA,NA,183,77,F,L,2022-08-26,https://www.eliteprospects.com/player/587538/jackson-hallum
497477,2001-02-07,"Plymouth, MN, USA",USA,NA,175,73,LW,L,2022-08-26,https://www.eliteprospects.com/player/497477/rhett-pitlick
214673,1996-12-22,"Newmarket, ON, CAN",Canada,NA,182,92,D,L,2022-08-26,https://www.eliteprospects.com/player/214673/travis-dermott
335802,1999-11-18,"Ziar nad Hronom, SVK",Slovakia,NA,185,82,D,L,2022-08-26,https://www.eliteprospects.com/player/335802/michal-ivan
151143,1996-10-08,"Quebec, QC, CAN",Canada,NA,180,79,D,R,2022-08-26,https://www.eliteprospects.com/player/151143/alexandre-carrier
212666,1998-03-09,"Karlstad, SWE",Sweden,NA,176,85,C/RW,R,2022-08-26,https://www.eliteprospects.com/player/212666/oskar-steen
176637,1996-07-10,"Novosibirsk, RUS",Russia,Kazakhstan,193,82,RW/LW,L,2022-08-26,https://www.eliteprospects.com/player/176637/yegor-korshkov
477357,2002-09-02,"St. Louis, MO, USA",Canada,NA,197,101,C,R,2022-08-26,https://www.eliteprospects.com/player/477357/jack-finley
231299,1997-03-17,"Amsterdam, NED",Netherlands,Canada,183,88,RW/LW,R,2022-08-26,https://www.eliteprospects.com/player/231299/daniel-sprong
396655,2001-02-13,"Turku, FIN",Finland,NA,190,93,RW,L,2022-08-26,https://www.eliteprospects.com/player/396655/kaapo-kakko
198556,1999-06-03,"Red Deer, AB, CAN",Canada,NA,194,86,G,L,2022-08-26,https://www.eliteprospects.com/player/198556/dawson-weatherill
395111,2000-12-14,"Yaroslavl, RUS",Russia,NA,188,84,D,L,2022-08-26,https://www.eliteprospects.com/player/395111/roman-sinitsyn
556656,2003-12-12,"Riga, LAT",Latvia,NA,188,84,G,L,2022-08-26,https://www.eliteprospects.com/player/556656/karlis-mezsargs
298159,2001-09-25,"Koprivnice, CZE",Czechia,NA,178,83,RW,R,2022-08-26,https://www.eliteprospects.com/player/298159/adam-raska
535872,2004-05-25,"Mississauga, ON, CAN",Canada,NA,180,77,C/RW,R,2022-08-26,https://www.eliteprospects.com/player/535872/nicholas-moldenhauer
553819,2003-06-13,"Burlington, VT, USA",USA,Canada,178,77,LW,L,2022-08-26,https://www.eliteprospects.com/player/553819/ryan-st.-louis
518585,2001-10-02,"Salavat, RUS",Russia,NA,183,76,LW,L,2022-08-26,https://www.eliteprospects.com/player/518585/rodion-amirov
307025,1998-02-23,"Latham, NY, USA",USA,NA,180,82,RW,R,2022-08-26,https://www.eliteprospects.com/player/307025/kevin-o-neil
382514,2002-02-04,"Berlin, GER",Germany,NA,183,85,C,L,2022-08-26,https://www.eliteprospects.com/player/382514/alexander-blank
169051,1996-10-21,"Brampton, ON, CAN",Canada,NA,183,85,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/169051/jeremiah-addison
201638,1997-05-12,"Zvolen, SVK",Slovakia,NA,191,90,G,L,2022-08-26,https://www.eliteprospects.com/player/201638/adam-huska
259121,2000-10-16,"Gislaved, SWE",Sweden,NA,177,85,C/LW,L,2022-08-26,https://www.eliteprospects.com/player/259121/nikola-pasic
651538,2004-05-04,"Pittsburgh, PA, USA",USA,NA,179,82,C,L,2022-08-26,https://www.eliteprospects.com/player/651538/logan-cooley
615517,2004-01-25,"Cheb, CZE",Czechia,NA,181,87,RW,R,2022-08-26,https://www.eliteprospects.com/player/615517/samuel-smajda
285213,1996-05-28,"Phoenix, AZ, USA",USA,NA,183,88,D,R,2022-08-26,https://www.eliteprospects.com/player/285213/tristen-pfeifer
213536,1997-01-12,"Longueuil, QC, CAN",Canada,NA,185,90,D,L,2022-08-26,https://www.eliteprospects.com/player/213536/simon-bourque
201449,1999-04-06,"Northridge, CA, USA",USA,NA,175,76,C,R,2022-08-26,https://www.eliteprospects.com/player/201449/cole-guttman
195389,1998-01-12,"Halifax, NS, CAN",Canada,NA,185,85,D,R,2022-08-26,https://www.eliteprospects.com/player/195389/luke-green
275600,1999-04-28,"Sherbrooke, QC, CAN",Canada,NA,188,95,G,R,2022-08-26,https://www.eliteprospects.com/player/275600/alex-d-orio
180538,1999-01-01,"Joensuu, FIN",Finland,NA,185,84,D,L,2022-08-26,https://www.eliteprospects.com/player/180538/urho-vaakanainen
483758,2002-09-27,"Thetford Mines, QC, CAN",Canada,NA,175,77,C,L,2022-08-26,https://www.eliteprospects.com/player/483758/nicolas-daigle
472149,2002-11-03,"Kalmar, SWE",Sweden,NA,185,84,RW,R,2022-08-26,https://www.eliteprospects.com/player/472149/tim-lindfors
94439,1996-04-27,"Kiiminki, FIN",Finland,NA,193,84,D,L,2022-08-26,https://www.eliteprospects.com/player/94439/niko-mikkola
188028,1998-01-23,"Skelleftea, SWE",Sweden,NA,175,74,LW,L,2022-08-26,https://www.eliteprospects.com/player/188028/tim-soderlund
475676,2003-06-01,"Berlin, GER",Germany,NA,183,84,F/D,L,2022-08-26,https://www.eliteprospects.com/player/475676/hakon-hanelt
556755,2003-04-07,"Espoo, FIN",Finland,NA,181,75,C,L,2022-08-26,https://www.eliteprospects.com/player/556755/verner-miettinen
213831,1996-11-14,"Chesterville, QC, CAN",Canada,NA,184,81,C,L,2022-08-26,https://www.eliteprospects.com/player/213831/antoine-marcoux
638726,2004-02-13,"Helsinki, FIN",Finland,NA,183,75,RW,R,2022-08-26,https://www.eliteprospects.com/player/638726/nestor-noiva
558598,2002-08-22,"Maple Grove, MN, USA",USA,NA,185,91,D,R,2022-08-26,https://www.eliteprospects.com/player/558598/brock-faber
266718,2000-06-11,"Berlin, GER",Germany,NA,188,75,C/LW,R,2022-08-26,https://www.eliteprospects.com/player/266718/taro-jentzsch
532627,2003-09-18,"Minsk, BLR",Belarus,NA,180,81,C,L,2022-08-26,https://www.eliteprospects.com/player/532627/zakhar-polshakov
395069,2000-10-05,"Jyvaskyla, FIN",Finland,NA,179,81,D,R,2022-08-26,https://www.eliteprospects.com/player/395069/anttoni-honka
162177,1997-06-12,"Jonkoping, SWE",Sweden,NA,191,96,LW,L,2022-08-26,https://www.eliteprospects.com/player/162177/filip-ahl
273963,1999-03-03,"Brighton, MI, USA",USA,NA,176,79,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/273963/logan-cockerill
360059,2001-02-09,"Callander, ON, CAN",Canada,NA,180,80,G,L,2022-08-26,https://www.eliteprospects.com/player/360059/zachary-roy
648832,2004-04-21,"Toronto, ON, CAN",Canada,NA,182,78,RW,R,2022-08-26,https://www.eliteprospects.com/player/648832/zaccharya-wisdom
650108,2004-12-01,"Prince George, BC, CAN",Canada,NA,188,82,F,L,2022-08-26,https://www.eliteprospects.com/player/650108/nico-myatovic
339431,2001-04-01,"Moskva, RUS",Russia,NA,180,82,F,R,2022-08-26,https://www.eliteprospects.com/player/339431/alexander-cherny
504320,2002-03-30,"Mississauga, ON, CAN",Canada,Croatia,188,82,D,R,2022-08-26,https://www.eliteprospects.com/player/504320/luka-profaca
395156,2000-04-21,"Voronezh, RUS",Russia,NA,182,83,D,L,2022-08-26,https://www.eliteprospects.com/player/395156/nikita-solopanov
295596,2002-03-09,"Lac-Etchemin, QC, CAN",Canada,NA,175,77,LW,L,2022-08-26,https://www.eliteprospects.com/player/295596/pier-olivier-roy
583030,2002-11-13,"Maple Grove, MN, USA",USA,NA,178,78,C,R,2022-08-26,https://www.eliteprospects.com/player/583030/kyle-kukkonen
320267,2001-02-24,"Manly, AUS",Canada,Japan,179,82,D,R,2022-08-26,https://www.eliteprospects.com/player/320267/jordan-spence
477344,2002-09-21,"Abbotsford, BC, CAN",Canada,NA,180,84,LW,L,2022-08-26,https://www.eliteprospects.com/player/477344/mikey-milne
559522,2003-11-28,"Klatovy, CZE",Czechia,NA,191,95,D,R,2022-08-26,https://www.eliteprospects.com/player/559522/david-jiricek
379956,2001-01-08,"Huskvarna, SWE",Sweden,NA,189,95,D,R,2022-08-26,https://www.eliteprospects.com/player/379956/gustav-berglund
375954,2000-05-31,"Naantali, FIN",Finland,NA,189,88,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/375954/sampo-ranta
85035,1995-01-26,"Regina, SK, CAN",Canada,NA,183,91,D,R,2022-08-26,https://www.eliteprospects.com/player/85035/colby-williams
569175,2005-01-25,"Swift Current, SK, CAN",Canada,NA,183,69,F,L,2022-08-26,https://www.eliteprospects.com/player/569175/kalan-lind
201127,1998-01-18,"Mandeville, JAM",Canada,Jamaica,193,100,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/201127/jermaine-loewen
721706,2005-02-26,"Zatec, CZE",Czechia,NA,185,80,RW,R,2022-08-26,https://www.eliteprospects.com/player/721706/jan-sprynar
279238,1999-10-12,"Munsingen, SUI",Switzerland,Russia,183,86,C/W,L,2022-08-26,https://www.eliteprospects.com/player/279238/philipp-kurashev
201874,2002-07-09,"Toronto, ON, CAN",Canada,NA,188,82,C,L,2022-08-26,https://www.eliteprospects.com/player/201874/cameron-peters
351179,2001-03-22,"Calgary, AB, CAN",Canada,NA,180,80,C,R,2022-08-26,https://www.eliteprospects.com/player/351179/alex-young
232712,1998-03-29,"Oakbank, MB, CAN",Canada,NA,188,88,C,L,2022-08-26,https://www.eliteprospects.com/player/232712/brett-howden
570438,2004-05-26,"Gavle, SWE",Sweden,NA,177,83,LW,L,2022-08-26,https://www.eliteprospects.com/player/570438/felix-jansson
537761,2002-01-30,"Kirov, RUS",Russia,NA,183,81,F,R,2022-08-26,https://www.eliteprospects.com/player/537761/anton-kosolapov
299918,2000-03-22,"Kelowna, BC, CAN",Canada,NA,175,81,C,R,2022-08-26,https://www.eliteprospects.com/player/299918/eli-zummack
201519,1999-04-21,"Bloomington, MN, USA",USA,NA,200,95,D,R,2022-08-26,https://www.eliteprospects.com/player/201519/noah-ganske
236233,1999-03-21,"Hradec Kralove, CZE",Czechia,NA,185,85,F,L,2022-08-26,https://www.eliteprospects.com/player/236233/jaroslav-dvorak
152029,1998-06-12,"Kuopio, FIN",Finland,NA,179,81,G,L,2022-08-26,https://www.eliteprospects.com/player/152029/leevi-laakso
251478,1998-02-04,"Alma, QC, CAN",Canada,NA,183,84,G,L,2022-08-26,https://www.eliteprospects.com/player/251478/samuel-harvey
568027,2004-03-09,"Brunflo, SWE",Sweden,NA,174,69,RW,L,2022-08-26,https://www.eliteprospects.com/player/568027/joel-jonsson
512494,2003-10-21,"Jonkoping, SWE",Sweden,NA,186,85,C/RW,L,2022-08-26,https://www.eliteprospects.com/player/512494/viggo-olsson
616229,2002-09-14,"Dallas, TX, USA",USA,NA,191,81,D,R,2022-08-26,https://www.eliteprospects.com/player/616229/mason-langenbrunner
359972,1999-02-12,NA,Russia,NA,188,80,D,L,2022-08-26,https://www.eliteprospects.com/player/359972/gleb-shutov
426117,2003-09-24,"Cesky Tesin, CZE",Czechia,NA,179,80,C,L,2022-08-26,https://www.eliteprospects.com/player/426117/gabriel-szturc
369942,2001-03-26,"Farmington, MN, USA",USA,NA,191,86,D,R,2022-08-26,https://www.eliteprospects.com/player/369942/drew-helleson
547652,2004-06-26,"Worben, SUI",Switzerland,NA,174,79,C,L,2022-08-26,https://www.eliteprospects.com/player/547652/mattheo-reinhard
545329,2002-02-07,"Ham Lake, MN, USA",USA,NA,188,91,F,R,2022-08-26,https://www.eliteprospects.com/player/545329/cole-hansen
148537,1997-01-03,"Tampere, FIN",Finland,NA,194,95,D,L,2022-08-26,https://www.eliteprospects.com/player/148537/ville-jarvinen
228371,1999-03-27,"Bratislava, SVK",Slovakia,NA,193,94,C/RW,R,2022-08-26,https://www.eliteprospects.com/player/228371/filip-krivosik
618502,2003-04-23,"Kholstovo, BLR",Belarus,NA,177,85,D,L,2022-08-26,https://www.eliteprospects.com/player/618502/dmitri-kuzmin
214934,1999-08-06,"Brno, CZE",Czechia,NA,183,79,RW,L,2022-08-26,https://www.eliteprospects.com/player/214934/marek-skvrne
512827,2001-05-13,"Moskva, RUS",Russia,NA,178,73,D,L,2022-08-26,https://www.eliteprospects.com/player/512827/nikolai-burenov
288909,2000-02-27,NA,Denmark,NA,186,99,D,L,2022-08-26,https://www.eliteprospects.com/player/288909/magnus-koch
478684,2002-08-16,"Oldwick, NJ, USA",USA,NA,185,84,D,R,2022-08-26,https://www.eliteprospects.com/player/478684/bayard-hall
407090,2002-08-08,"Gislaved, SWE",Sweden,NA,189,81,D,L,2022-08-26,https://www.eliteprospects.com/player/407090/ivan-zivlak
672925,2004-12-13,"Stouffville, ON, CAN",Canada,NA,183,75,C,R,2022-08-26,https://www.eliteprospects.com/player/672925/coulson-pitre
166373,1996-04-02,"Kosice, SVK",Slovakia,NA,192,100,D,R,2022-08-26,https://www.eliteprospects.com/player/166373/christian-jaros
311380,1999-08-29,NA,Switzerland,NA,178,78,C/LW,L,2022-08-26,https://www.eliteprospects.com/player/311380/yannick-bruschweiler
300906,1998-08-18,"Hibbing, MN, USA",USA,NA,178,79,D,L,2022-08-26,https://www.eliteprospects.com/player/300906/scott-perunovich
281307,1999-10-25,"Calgary, AB, CAN",Canada,NA,193,94,RW,R,2022-08-26,https://www.eliteprospects.com/player/281307/riley-sutter
161117,1997-06-23,"Calgary, AB, CAN",Canada,NA,185,88,LW/C,L,2022-08-26,https://www.eliteprospects.com/player/161117/austin-wagner
405892,2002-01-25,"Fredericton, NB, CAN",Canada,NA,180,90,C,L,2022-08-26,https://www.eliteprospects.com/player/405892/dawson-stairs
348182,2001-03-25,"Klatovy, CZE",Czechia,NA,192,88,RW/LW,L,2022-08-26,https://www.eliteprospects.com/player/348182/radek-muzik
79424,1996-06-26,"Chadds Ford Township, PA, USA",USA,NA,183,88,C,L,2022-08-26,https://www.eliteprospects.com/player/79424/ryan-lohin
502331,2003-01-14,"St-Eustache, QC, CAN",Canada,NA,188,79,LW,L,2022-08-26,https://www.eliteprospects.com/player/502331/charles-savoie
670429,2004-01-10,"Tampere, FIN",Finland,NA,180,85,D,L,2022-08-26,https://www.eliteprospects.com/player/670429/otto-heinonen
570486,2002-11-12,"Ufa, RUS",Russia,NA,190,75,D,L,2022-08-26,https://www.eliteprospects.com/player/570486/alexander-komarov
496210,2002-02-13,"Albertville, MN, USA",USA,NA,180,85,D,L,2022-08-26,https://www.eliteprospects.com/player/496210/reid-bogenholm
403774,2002-05-27,"Ottawa, ON, CAN",Canada,NA,180,88,C,R,2022-08-26,https://www.eliteprospects.com/player/403774/stan-cooley
96217,1995-12-20,"Halifax, NS, CAN",Canada,NA,203,101,G,L,2022-08-26,https://www.eliteprospects.com/player/96217/jack-flinn
326715,1999-04-11,"Chisinau, MOL",Russia,Moldova,187,88,F,L,2022-08-26,https://www.eliteprospects.com/player/326715/alexander-pavlenko
508751,2001-07-31,"Samara, RUS",Russia,NA,187,93,C,L,2022-08-26,https://www.eliteprospects.com/player/508751/takhir-mingachyov
283286,1999-03-16,"Hamilton, ON, CAN",Canada,NA,180,84,RW,R,2022-08-26,https://www.eliteprospects.com/player/283286/isaac-nurse
195127,1997-01-21,"Prisnotice, CZE",Czechia,NA,182,82,D,R,2022-08-26,https://www.eliteprospects.com/player/195127/rostislav-snajnar
388979,2000-11-12,"Franklin Square, NY, USA",USA,NA,189,91,C,R,2022-08-26,https://www.eliteprospects.com/player/388979/shane-pinto
525661,2003-03-06,"Tampere, FIN",Finland,NA,188,88,C,L,2022-08-26,https://www.eliteprospects.com/player/525661/jere-virolainen
387565,2002-07-02,"Sternberk, CZE",Czechia,NA,196,95,C,L,2022-08-26,https://www.eliteprospects.com/player/387565/tobias-handl
302228,1999-03-06,"Joensuu, FIN",Finland,NA,200,95,D,R,2022-08-26,https://www.eliteprospects.com/player/302228/eemeli-rasanen
250209,1997-07-23,"Toronto, ON, CAN",Canada,NA,188,89,D,R,2022-08-26,https://www.eliteprospects.com/player/250209/will-reilly
626540,2004-10-11,"Belleville, ON, CAN",Canada,NA,185,91,D,R,2022-08-26,https://www.eliteprospects.com/player/626540/donovan-mccoy
379758,2001-04-19,"Darien, CT, USA",USA,NA,191,87,G,L,2022-08-26,https://www.eliteprospects.com/player/379758/spencer-knight
176290,1997-02-13,"Jyvaskyla, FIN",Finland,NA,183,82,G,L,2022-08-26,https://www.eliteprospects.com/player/176290/veini-vehvilainen
655950,2004-07-17,"Graz, AUT",Austria,NA,185,84,F,L,2022-08-26,https://www.eliteprospects.com/player/655950/luca-auer
478395,2003-02-28,"Springfield, VA, USA",USA,NA,185,85,D,L,2022-08-26,https://www.eliteprospects.com/player/478395/will-staring
205285,2002-03-02,"New Westminster, BC, CAN",Canada,NA,188,81,RW,R,2022-08-26,https://www.eliteprospects.com/player/205285/robbie-fromm-delorme
469545,2000-08-16,"Tampa, FL, USA",USA,NA,191,81,G,L,2022-08-26,https://www.eliteprospects.com/player/469545/tyriq-outen
339467,2000-01-07,"Yaroslavl, RUS",Russia,NA,184,75,G,L,2022-08-26,https://www.eliteprospects.com/player/339467/daniil-isayev
512370,2003-03-20,"Dallas, TX, USA",USA,NA,180,77,D,R,2022-08-26,https://www.eliteprospects.com/player/512370/brent-johnson
312015,1999-11-04,"Hingham, MA, USA",USA,NA,183,84,C,R,2022-08-26,https://www.eliteprospects.com/player/312015/jay-o-brien
85693,1996-11-16,"Stockholm, SWE",Sweden,NA,182,84,LW/RW,L,2022-08-26,https://www.eliteprospects.com/player/85693/robin-kovacs
300424,1999-06-09,"Windsor, ON, CAN",Canada,NA,183,91,G,L,2022-08-26,https://www.eliteprospects.com/player/300424/michael-dipietro
691857,2004-05-21,"Coldstream, BC, CAN",Canada,NA,188,87,D,R,2022-08-26,https://www.eliteprospects.com/player/691857/jace-weir
269058,1998-03-25,"Toronto, ON, CAN",Canada,NA,185,82,C,L,2022-08-26,https://www.eliteprospects.com/player/269058/luke-kutkevicius
201705,1999-07-04,"Portage la Prairie, MB, CAN",Canada,NA,180,86,RW,R,2022-08-26,https://www.eliteprospects.com/player/201705/nick-henry
267626,1999-09-08,"Asbestos, QC, CAN",Canada,NA,185,90,D,L,2022-08-26,https://www.eliteprospects.com/player/267626/jocktan-chainey
94117,1997-01-07,"Helsinki, FIN",Finland,NA,179,91,C/LW,L,2022-08-26,https://www.eliteprospects.com/player/94117/aleksi-saarela
313516,1999-05-08,"Newburyport, MA, USA",USA,NA,185,84,D,L,2022-08-26,https://www.eliteprospects.com/player/313516/ben-mirageas
588580,2002-01-20,"Rostov-na-Donu, RUS",Russia,NA,187,83,C,L,2022-08-26,https://www.eliteprospects.com/player/588580/ivan-zinchenko
139641,1997-01-05,"Karlstad, SWE",Sweden,NA,187,96,D,R,2022-08-26,https://www.eliteprospects.com/player/139641/alexander-anderberg
566653,2002-02-23,"Uvelsky, RUS",Russia,NA,183,90,D,L,2022-08-26,https://www.eliteprospects.com/player/566653/semyon-buivan
268089,2001-01-21,"St. Albert, AB, CAN",Canada,NA,193,89,C,R,2022-08-26,https://www.eliteprospects.com/player/268089/kirby-dach
300091,1998-09-11,"Maple Grove, MN, USA",USA,NA,185,84,C/LW,R,2022-08-26,https://www.eliteprospects.com/player/300091/sam-huff
286608,2001-01-12,"Humboldt, SK, CAN",Canada,NA,195,92,C,R,2022-08-26,https://www.eliteprospects.com/player/286608/logan-barlage
285658,1998-02-13,"St. Petersburg, RUS",Russia,NA,196,94,D,L,2022-08-26,https://www.eliteprospects.com/player/285658/konstantin-chernyuk
319209,2000-07-18,"Uherske Hradiste, CZE",Czechia,NA,184,87,RW,L,2022-08-26,https://www.eliteprospects.com/player/319209/vojtech-dobias
227821,1998-06-17,NA,Sweden,NA,186,81,C,R,2022-08-26,https://www.eliteprospects.com/player/227821/filip-nordstrom
577575,2004-01-01,"Taby, SWE",Sweden,NA,177,78,D,R,2022-08-26,https://www.eliteprospects.com/player/577575/mattias-havelid
355485,2000-01-03,"Raleigh, NC, USA",USA,NA,178,70,LW/C,L,2022-08-26,https://www.eliteprospects.com/player/355485/tyler-weiss
408386,2000-12-23,"Portage, MB, CAN",Canada,NA,191,88,C,L,2022-08-26,https://www.eliteprospects.com/player/408386/reilly-funk
319492,1997-08-19,"St. Petersburg, RUS",Russia,NA,189,90,D,L,2022-08-26,https://www.eliteprospects.com/player/319492/pavel-yelshansky
670126,2004-06-25,"Chanhassen, MN, USA",USA,NA,193,80,D,R,2022-08-26,https://www.eliteprospects.com/player/670126/sam-rinzel
674013,2004-05-13,"St. Catharines, ON, CAN",Canada,NA,193,87,RW,L,2022-08-26,https://www.eliteprospects.com/player/674013/ethan-whitcomb
651884,2003-12-09,"Angarsk, RUS",Russia,NA,177,72,D,L,2022-08-26,https://www.eliteprospects.com/player/651884/vladimir-grudinin
199949,1997-10-14,"Myrtle, MB, CAN",Canada,NA,188,93,RW,R,2022-08-26,https://www.eliteprospects.com/player/199949/wade-allison
248330,1996-12-19,"Moorhead, MN, USA",USA,NA,191,93,D,R,2022-08-26,https://www.eliteprospects.com/player/248330/will-borgen
478601,2003-01-16,"Philadelphia, PA, USA",USA,NA,180,86,C,R,2022-08-26,https://www.eliteprospects.com/player/478601/matthew-argentina
199660,1998-06-09,"Calgary, AB, CAN",Canada,NA,185,80,D,L,2022-08-26,https://www.eliteprospects.com/player/199660/jake-bean
386334,2001-01-08,"Burlington, MA, USA",USA,NA,183,84,C,R,2022-08-26,https://www.eliteprospects.com/player/386334/robert-griffin
297677,2001-12-21,"Kyjov, CZE",Czechia,NA,184,97,D,L,2022-08-26,https://www.eliteprospects.com/player/297677/radek-kucerik
698862,2003-10-25,"Dzerzhinsk, RUS",Russia,NA,180,75,F,R,2022-08-26,https://www.eliteprospects.com/player/698862/nikita-blednov
592505,2002-12-16,"Yaroslavl, RUS",Russia,NA,191,87,G,L,2022-08-26,https://www.eliteprospects.com/player/592505/arseni-sergeyev
535690,2004-02-13,"Stockholm, SWE",Sweden,NA,183,75,LW/C,L,2022-08-26,https://www.eliteprospects.com/player/535690/maximilian-kilpinen
313219,2000-12-31,"Milwaukee, WI, USA",Canada,NA,185,79,C,R,2022-08-26,https://www.eliteprospects.com/player/313219/keegan-stevenson
516605,2004-06-21,"Saskatoon, SK, CAN",Canada,NA,185,84,D,L,2022-08-26,https://www.eliteprospects.com/player/516605/kevin-korchinski
603794,2004-03-30,"Toronto, ON, CAN",Canada,NA,178,90,D,R,2022-08-26,https://www.eliteprospects.com/player/603794/ty-nelson
535689,2004-04-21,"Stockholm, SWE",Sweden,NA,185,87,D,L,2022-08-26,https://www.eliteprospects.com/player/535689/oscar-pantzare
207349,1997-03-12,"Ottawa, ON, CAN",Canada,NA,188,86,C/LW,L,2022-08-26,https://www.eliteprospects.com/player/207349/brett-mckenzie
